city,latitude,longitude,temperature,humidity,cloudiness,wind speed,country,date
farau,46.3333,24.0167,34.0,93,75,3.44,RO,1611979179
foltesti,45.75,28.05,35.02,92,98,12.48,RO,1611979180
galicea mare,44.1,23.3,39.99,93,75,5.32,RO,1611979180
hunedoara,45.75,22.9,38.57,87,100,3.06,RO,1611979180
lelese,45.7326,22.6973,34.09,99,100,4.5,RO,1611979181
licuriciu,44.9167,23.6167,39.99,93,75,0.69,RO,1611979181
lunca,43.8333,24.7667,37.4,87,90,4.61,RO,1611979181
marasu,44.85,27.9667,36.0,93,75,4.61,RO,1611979181
marghita,47.35,22.3333,39.2,93,20,13.8,RO,1611979181
mihalt,46.15,23.7333,36.0,87,40,4.61,RO,1611979181
mironeasa,46.9667,27.4167,30.2,100,40,12.66,RO,1611979181
moldoveni,46.8333,26.7667,34.0,93,0,5.75,RO,1611979181
nanesti,45.55,27.5,35.91,87,100,11.39,RO,1611979182
peregu mare,46.2333,20.9,39.2,93,100,6.91,RO,1611979182
perisoru,44.45,27.55,42.01,59,100,3.0,RO,1611979182
pesceana,44.8833,24.15,39.99,93,75,0.29,RO,1611979182
radomiresti,44.1167,24.6833,35.6,93,75,3.02,RO,1611979182
straja,47.9167,25.55,34.0,84,100,5.68,RO,1611979183
traian,46.6333,27.0333,34.0,93,0,5.75,RO,1611979184
valea ierii,46.65,23.35,34.0,100,75,2.3,RO,1611979184
visina,44.5833,25.3333,39.99,76,100,3.91,RO,1611979184
vulpeni,44.4667,23.9167,39.99,93,75,0.51,RO,1611979185
odzaci,45.5067,19.2611,35.6,100,100,5.75,RS,1611979185
resavica,44.0408,21.5816,37.0,7,100,3.13,RS,1611979185
zrenjanin,45.3836,20.3819,45.0,100,100,3.44,RS,1611979185
alkhazurovo,43.06,45.64,37.4,100,90,4.47,RU,1611979185
anastasiyevskaya,45.2158,37.8926,46.4,66,94,22.37,RU,1611979185
chamlykskaya,44.7158,40.8786,32.63,94,80,5.79,RU,1611979185
chuguyevka,44.1653,133.8633,-0.49,83,79,4.32,RU,1611979186
demikhovo,55.7968,38.884,26.6,80,75,11.18,RU,1611979186
dukhovshchina,55.1919,32.4111,22.71,98,100,10.78,RU,1611979186
engel-yurt,43.3289,46.3603,37.4,100,90,4.47,RU,1611979186
esso,55.9333,158.7,7.88,87,97,3.96,RU,1611979186
frolovo,49.7713,43.6622,33.39,92,100,20.87,RU,1611979186
galyugayevskaya,43.6969,44.9344,35.6,93,100,4.47,RU,1611979186
germenchik,43.5939,43.7661,33.8,100,90,1.1,RU,1611979186
glotovka,53.9491,46.7042,26.1,97,91,14.32,RU,1611979187
ivanino,51.6434,35.5769,24.8,93,90,8.95,RU,1611979187
kamenka,51.3223,42.7678,33.01,95,100,24.02,RU,1611979187
kamennomostskoye,43.7372,43.0514,35.6,100,90,3.49,RU,1611979187
kapustin yar,48.5831,45.7372,31.01,97,99,10.98,RU,1611979187
kotlyarevskaya,43.5734,44.0613,33.8,100,90,0.89,RU,1611979187
krym,47.3003,39.5164,37.99,81,40,17.9,RU,1611979187
kuldur,49.2167,131.6333,-8.05,81,94,4.72,RU,1611979188
kuloy,61.0305,42.4925,15.73,97,100,6.89,RU,1611979188
kuytun,54.3419,101.5036,4.73,94,100,1.68,RU,1611979188
lebedinyy,58.5167,125.5167,-34.46,79,100,2.46,RU,1611979188
lyambir,54.2817,45.1249,27.18,98,100,17.09,RU,1611979188
maloyaroslavets,55.0146,36.4719,25.0,86,100,11.18,RU,1611979188
mamedkala,42.1677,48.1199,41.58,88,100,4.14,RU,1611979188
medyn,54.9692,35.8586,24.8,86,100,11.18,RU,1611979188
miass,55.045,60.1083,10.92,95,100,6.78,RU,1611979189
mrakovo,52.7161,56.6244,21.6,97,100,4.27,RU,1611979189
murino,60.0494,30.4459,30.99,93,90,8.95,RU,1611979189
nikel,69.4128,30.222,15.8,86,90,5.75,RU,1611979189
olga,43.7444,135.2892,11.84,76,79,7.54,RU,1611979142
oyek,52.5861,104.4556,6.8,78,40,4.47,RU,1611979190
pangody,65.85,74.4859,-41.71,81,16,3.18,RU,1611979191
persianovskiy,47.5137,40.1075,37.99,81,40,17.9,RU,1611979191
pindushi,62.9152,34.58,20.61,97,100,6.93,RU,1611979191
poronaysk,49.2167,143.1167,16.54,90,100,14.47,RU,1611979191
primorsk,46.7348,36.3443,39.96,92,100,18.63,UA,1611979191
pyatnitskoye,50.4233,37.8273,23.58,96,79,10.0,RU,1611979191
razvilnoye,46.2387,41.2987,33.85,91,100,7.56,RU,1611979191
skhodnya,55.9558,37.2972,26.6,74,75,11.18,RU,1611979192
talakan,50.3167,130.3667,-13.13,83,28,5.64,RU,1611979192
tolbazy,54.0241,55.8825,26.6,80,90,13.42,RU,1611979192
turtas,58.9417,69.1325,-9.36,89,100,10.22,RU,1611979193
upornaya,44.3914,41.0196,31.64,93,85,4.97,RU,1611979193
ust-kan,50.9276,84.761,18.21,90,55,3.22,RU,1611979193
valday,57.9747,33.2525,22.8,97,100,7.96,RU,1611979193
voznesenskaya,44.5527,41.0318,32.47,93,84,5.46,RU,1611979193
yalutorovsk,56.6536,66.3006,11.44,94,88,8.12,RU,1611979193
yashkino,55.8736,85.4265,-18.4,76,0,6.71,RU,1611979193
zheleznovodsk,44.1394,43.0197,35.6,93,90,6.71,RU,1611979194
kapoeta,4.7717,33.5903,82.26,35,95,10.18,SS,1611979194
sinnar,13.5691,33.5672,64.42,25,0,15.43,SD,1611979194
uppsala,60.0,17.75,17.6,92,90,9.22,SE,1611979195
jagodje,45.5322,13.655,44.01,87,75,4.61,SI,1611979195
pivka,45.6829,14.1959,36.0,94,59,2.55,SI,1611979195
vrhnika,45.9661,14.2956,36.0,97,31,2.39,SI,1611979195
zalec,46.2515,15.1648,35.01,91,50,1.99,SI,1611979195
bytca,49.224,18.5588,37.0,100,90,1.14,SK,1611979195
snina,48.9886,22.151,28.0,91,100,1.28,SK,1611979195
kaffrine,14.1059,-15.5508,70.48,18,0,9.28,SN,1611979195
nioro,13.35,-15.75,68.43,20,0,4.83,GM,1611979196
ozatlan,13.3833,-88.5,82.4,47,0,10.36,SV,1611979196
santiago nonualco,13.5167,-88.95,82.4,47,0,10.36,SV,1611979196
lobamba,-26.4667,31.2,68.52,91,69,1.3,SZ,1611979196
bang yai,13.8434,100.3625,88.0,56,100,3.0,TH,1611979196
na klang,17.3072,102.1889,81.0,73,75,6.06,TH,1611979196
photharam,13.6923,99.8497,89.01,43,100,4.59,TH,1611979196
satuk,41.2263,32.3836,32.83,84,100,7.54,TR,1611979197
obigarm,38.7173,69.7088,24.62,77,91,9.84,TJ,1611979197
kisiwani,-4.1333,37.95,68.65,86,48,0.83,TZ,1611979198
kwakoa,-3.7667,37.7167,67.77,89,6,0.81,TZ,1611979198
mbekenyera,-10.0,38.9833,71.58,97,100,3.4,TZ,1611979198
namalenga,-10.95,39.1,72.05,94,78,1.72,TZ,1611979198
ruangwa,-10.0667,38.9333,71.4,97,100,3.18,TZ,1611979198
berezhany,49.45,24.9333,28.65,97,100,9.8,UA,1611979198
kaharlyk,49.8623,30.8282,21.0,92,0,4.47,UA,1611979198
karapyshi,49.6424,30.79,23.32,95,86,3.33,UA,1611979199
konotop,51.2403,33.2026,23.05,97,88,11.34,UA,1611979199
kopashnovo,48.2197,23.4846,36.0,96,100,1.99,UA,1611979199
malynivka,49.8167,36.7333,23.0,86,0,8.95,UA,1611979199
panyutyne,48.9333,36.2833,25.86,97,46,6.8,UA,1611979199
petropavlivka,48.4564,36.4367,28.53,96,68,5.19,UA,1611979199
sartana,47.1744,37.6927,37.99,100,100,18.99,UA,1611979199
shakhtne,47.9828,38.282,36.72,95,100,15.73,UA,1611979200
iganga,0.6092,33.4686,65.88,83,73,4.43,UG,1611979200
katakwi,1.8911,33.9661,66.52,58,88,1.1,UG,1611979200
tuskegee,32.424,-85.6916,37.99,75,0,6.91,US,1611979200
gilbert,33.3528,-111.789,48.99,93,20,3.44,US,1611979200
marion,39.7684,-86.1555,28.4,63,1,4.61,US,1611979200
la quinta,33.6634,-116.31,53.6,54,75,4.61,US,1611979200
placerville,38.7296,-120.7986,39.0,100,1,8.05,US,1611979201
rosemead,34.0806,-118.0729,46.99,91,40,2.33,US,1611979093
arvada,39.8028,-105.0875,39.0,50,5,1.01,US,1611979201
new milford,40.9327,-74.0179,19.0,53,1,10.36,US,1611979201
west hartford,41.762,-72.742,14.0,61,0,1.01,US,1611979067
elsmere,39.0126,-84.6047,26.6,63,75,5.75,US,1611979201
key largo,25.0865,-80.4473,69.01,65,92,13.56,US,1611979202
douglas,41.3,-96.167,37.0,87,90,10.36,US,1611979202
dunwoody,33.9462,-84.3346,35.6,64,1,3.44,US,1611979202
fairburn,33.5671,-84.581,39.99,52,40,4.61,US,1611979202
gresham park,33.7034,-84.3144,39.99,52,40,4.61,US,1611979202
bourbonnais,41.1417,-87.875,28.99,86,1,9.22,US,1611979203
east moline,41.5009,-90.4443,28.99,69,1,9.22,US,1611979203
granite city,38.7014,-90.1487,35.01,80,1,6.91,US,1611979203
grayslake,42.3445,-88.0417,30.2,69,1,11.5,US,1611979203
lombard,41.88,-88.0078,28.4,69,40,8.05,US,1611979203
oswego,43.4501,-76.1497,12.99,79,90,3.65,US,1611979204
warrenville,41.8178,-88.1734,28.4,64,1,8.05,US,1611979204
grinnell,41.743,-92.7224,30.2,80,1,12.66,US,1611979204
ottumwa,41.02,-92.4113,32.0,80,1,14.97,US,1611979204
bowling green,36.9903,-86.4436,32.0,64,1,4.61,US,1611979204
braintree,51.8782,0.5529,42.01,96,100,1.01,GB,1611979204
north adams,42.7009,-73.1087,3.2,72,1,4.61,US,1611979205
pontiac,42.6389,-83.2911,15.8,79,40,2.57,US,1611979074
biloxi,30.396,-88.8853,48.2,66,1,3.58,US,1611979205
arnold,53.0,-1.1333,39.0,93,100,8.01,GB,1611979205
saint ann,38.7273,-90.3832,36.0,80,100,1.99,US,1611979205
billings,45.7833,-108.5007,37.4,52,75,5.75,US,1611979099
chester,40.1254,-75.8749,21.99,63,90,4.61,US,1611979206
durham,36.0335,-78.8664,27.0,74,1,3.44,US,1611979206
irvington,40.7323,-74.2349,19.4,45,1,12.66,US,1611979077
los ranchos de albuquerque,35.162,-106.6428,46.99,45,75,9.22,US,1611979206
mineola,40.7493,-73.6407,19.4,45,1,18.41,US,1611979206
suffern,41.1148,-74.1496,18.0,60,0,4.0,US,1611979206
westbury,40.7557,-73.5876,19.4,45,1,9.22,US,1611979207
centerville,39.6284,-84.1594,24.01,68,1,4.61,US,1611979207
loveland,40.3978,-105.075,39.2,52,1,4.61,US,1611979207
north ridgeville,41.3895,-82.019,19.0,79,1,3.44,US,1611979207
streetsboro,41.2392,-81.3459,15.8,85,0,4.0,US,1611979207
clinton,42.587,-82.9199,17.01,85,1,3.76,US,1611979073
jenks,36.0229,-95.9683,51.01,66,100,1.01,US,1611979208
corvallis,44.5646,-123.262,43.0,87,90,5.75,US,1611979099
aliquippa,40.6367,-80.2401,19.0,67,20,4.63,US,1611979208
coventry,52.4066,-1.5122,41.0,100,90,12.66,GB,1611979208
mount pleasant,32.7941,-79.8626,39.99,93,1,7.4,US,1611979208
elizabethton,36.3487,-82.2107,26.01,86,1,2.08,US,1611979208
lubbock,33.6001,-101.8338,53.6,50,90,12.66,US,1611979208
tyler,32.3513,-95.3011,55.4,67,1,8.05,US,1611979208
kearns,40.66,-111.9963,37.0,100,90,11.5,US,1611979209
jericho,31.8667,35.45,42.01,94,19,4.0,PS,1611979209
aberdeen,57.1437,-2.0981,28.99,100,75,1.14,GB,1611979209
wheeling,42.1392,-87.929,30.99,69,1,5.75,US,1611979070
villa de cura,10.0386,-67.4894,66.45,90,78,3.38,VE,1611979209
safotu,-13.4513,-172.4018,84.2,84,90,12.66,WS,1611979209
cullinan,-25.6709,28.5236,68.0,94,97,3.44,ZA,1611979210
hoopstad,-27.8327,25.9083,68.52,71,65,4.23,ZA,1611979210
mmabatho,-25.85,25.6333,68.0,94,75,3.44,ZA,1611979210
swellendam,-34.0226,20.4417,64.33,80,38,1.48,ZA,1611979211
kafue,-15.7691,28.1814,63.82,89,100,0.96,ZM,1611979211
kasama,-10.2129,31.1808,61.29,93,100,0.45,ZM,1611979211
mwense,-10.3845,28.698,63.86,90,100,1.07,ZM,1611979211
bulawayo,-20.15,28.5833,64.53,95,100,9.1,ZW,1611979211
