city,latitude,longitude,temperature,humidity,cloudiness,wind speed,country,date
vilela,41.2251,-7.6034,57.0,9,100,4.0,PT,1611644487
bella vista,36.4295,-94.2316,42.01,87,90,12.66,US,1611644487
agapia,47.1667,26.2833,35.01,79,100,3.74,RO,1611644487
belciugatele,44.4833,26.4333,37.0,82,100,4.9,RO,1611644487
bozioru,45.3833,26.4833,32.0,95,100,11.99,RO,1611644487
calinesti,44.8167,25.05,34.63,89,100,2.1,RO,1611644487
calugareni,44.1717,25.9956,37.99,89,100,2.66,RO,1611644487
cupseni,47.55,23.9333,32.0,93,40,4.61,RO,1611644488
dascalu,44.6,26.2333,37.0,80,0,8.05,RO,1611644488
fagaras,45.85,24.9667,32.0,93,90,2.35,RO,1611644488
faurei,45.0833,27.2667,36.1,81,100,6.82,RO,1611644488
focuri,47.35,27.2167,36.0,72,100,1.01,RO,1611644488
gataia,45.4311,21.43,34.0,93,75,1.14,RO,1611644488
iablanita,44.9503,22.3142,34.0,91,100,1.01,RO,1611644488
lapus,47.5,24.0167,32.0,93,40,4.61,RO,1611644489
livada,47.8667,23.1333,32.0,100,0,5.75,RO,1611644489
lungesti,44.5667,24.1833,34.0,93,90,4.61,RO,1611644489
macea,46.3833,21.3,32.0,93,100,4.61,RO,1611644489
maierus,45.9,25.5333,32.0,85,100,2.93,RO,1611644489
malu cu flori,45.15,25.2,32.0,91,100,1.01,RO,1611644489
mihaileni,47.9667,26.15,34.0,64,75,6.91,RO,1611644489
papiu ilarian,46.5593,24.2006,30.2,93,75,0.16,RO,1611644490
pesceana,44.8833,24.15,34.0,93,90,4.61,RO,1611644490
sag,45.6486,21.1756,34.0,100,74,4.61,RO,1611644491
salciile,44.8167,26.4833,36.0,80,0,8.05,RO,1611644491
simnicu de sus,44.3833,23.8,34.0,93,90,4.61,RO,1611644491
solovastru,46.7667,24.7667,30.2,93,75,3.04,RO,1611644491
stoenesti,45.25,25.1667,32.0,85,100,5.08,RO,1611644491
talea,45.2167,25.55,32.0,91,100,1.01,RO,1611644491
tanacu,46.6833,27.8167,36.0,64,0,1.14,RO,1611644491
taureni,46.2667,25.25,30.2,93,75,2.95,RO,1611644491
tauteu,47.2667,22.3333,34.0,93,0,2.3,RO,1611644492
topliceni,45.4167,27.0,35.49,82,100,5.39,RO,1611644492
treznea,47.1,23.1167,32.0,93,90,3.44,RO,1611644492
tudor vladimirescu,45.5667,27.65,35.82,82,100,6.38,RO,1611644492
visani,45.15,27.2833,36.09,81,100,6.93,RO,1611644492
vulcan,45.3833,23.2667,25.11,95,100,4.52,RO,1611644492
kostolac,44.7149,21.1711,34.0,93,75,1.14,RS,1611644492
mokrin,45.9358,20.4072,34.0,90,87,9.04,RS,1611644493
stara pazova,44.985,20.1608,34.0,93,31,5.75,RS,1611644493
ardatov,55.2421,43.097,33.89,94,97,13.67,RU,1611644493
askarovo,53.3372,58.5089,26.6,68,100,17.9,RU,1611644493
bakaly,55.1789,53.8028,26.6,97,97,12.62,RU,1611644319
bakchar,57.0186,82.0711,-29.33,84,82,3.87,RU,1611644493
baksan,43.6881,43.5369,37.4,81,40,6.71,RU,1611644493
bereza,53.5183,50.1397,24.8,100,90,11.18,RU,1611644494
borogontsy,62.6683,131.1683,-51.54,75,51,2.19,RU,1611644494
borzoy,42.8415,45.6275,26.6,93,90,2.24,RU,1611644495
ikovka,55.6089,64.9375,27.18,97,24,11.43,RU,1611644495
inzhavino,52.3185,42.4937,33.03,95,100,17.92,RU,1611644495
izhma,65.0083,53.9113,29.52,99,100,3.56,RU,1611644495
konstantinovskiy,57.8301,39.5899,32.0,86,90,6.71,RU,1611644495
mariinsk,56.2139,87.7472,-27.51,82,50,0.09,RU,1611644495
maromitsa,59.8683,48.0123,28.56,98,100,7.67,RU,1611644495
mezhdurechensk,53.6942,88.0603,-0.17,87,100,2.26,RU,1611644496
moskovskoye,45.2842,41.9103,41.0,60,0,2.24,RU,1611644496
mostovskoy,44.4122,40.7936,40.32,75,100,6.91,RU,1611644496
novolabinskaya,45.1096,39.894,44.6,81,0,8.95,RU,1611644496
novyy chirkey,43.162,47.0559,37.4,87,90,6.71,RU,1611644496
otradnaya,44.3933,41.5206,39.15,72,100,7.29,RU,1611644496
roshni-chu,43.0895,45.4544,26.6,93,90,2.24,RU,1611644496
rubtsovsk,51.5,81.25,9.95,94,100,10.04,RU,1611644496
severouralsk,60.1533,59.952,36.68,92,100,9.89,RU,1611644497
shalakusha,62.2247,40.2539,33.85,97,100,5.14,RU,1611644497
shentala,54.45,51.4833,25.83,98,100,14.36,RU,1611644497
shestakovo,56.4915,103.96,-12.59,85,100,3.87,RU,1611644497
shushenskoye,53.325,91.9356,-16.6,69,100,4.47,RU,1611644497
sol-iletsk,51.1631,54.9918,20.41,96,100,10.83,RU,1611644497
srednyaya akhtuba,48.7089,44.8667,32.0,93,90,15.66,RU,1611644498
starotitarovskaya,45.2136,37.1439,48.2,76,0,15.66,RU,1611644498
talmenka,53.8183,83.5677,-9.4,70,63,6.71,RU,1611644499
telma,52.6983,103.7097,-5.8,65,40,11.18,RU,1611644499
uporovo,56.3109,66.2693,28.31,98,100,11.45,RU,1611644499
ust-ordynskiy,52.805,104.7508,-5.8,65,40,11.18,RU,1611644500
verbilki,56.5333,37.6,32.0,93,90,13.42,RU,1611644500
vladikavkaz,43.0367,44.6678,32.0,86,100,4.47,RU,1611644500
yartsevo,55.0667,32.6964,33.42,96,100,14.18,RU,1611644500
zelenograd,55.9825,37.1814,32.0,93,90,13.42,RU,1611644500
zhdankovskiy,53.7532,38.1795,33.01,95,100,21.61,RU,1611644501
cyangugu,-2.4846,28.9075,67.24,79,41,2.68,RW,1611644501
rwamagana,-1.9487,30.4347,66.2,77,40,1.77,RW,1611644501
umm lajj,25.0213,37.2685,73.26,60,0,7.34,SA,1611644501
ronneby,56.21,15.276,28.4,100,75,4.61,SE,1611644502
puchov,49.1249,18.326,30.0,93,75,1.14,SK,1611644503
hlatikulu,-26.9667,31.3167,61.2,100,100,1.54,SZ,1611644503
faya,18.3851,42.4509,62.6,39,0,1.34,SA,1611644503
chiang rai,19.9167,99.9167,84.0,50,0,4.61,TH,1611644351
lampang,18.3333,99.5,96.01,35,0,4.61,TH,1611644503
tha maka,13.9,99.7667,93.99,32,0,5.53,TH,1611644303
bitlis,38.5,42.25,32.0,84,40,3.56,TR,1611644504
kesan,40.8558,26.6303,57.99,76,40,12.66,TR,1611644504
kondoa,-4.9,35.7833,70.11,75,97,6.24,TZ,1611644504
vwawa,-9.1167,32.9333,64.51,87,100,2.13,TZ,1611644505
bilozerka,46.6248,32.4425,35.6,93,0,6.71,UA,1611644505
dnipryany,46.7463,33.2729,35.6,93,0,6.71,UA,1611644505
horodyshche,49.2849,31.4451,34.12,86,70,20.83,UA,1611644505
kivsharivka,49.6213,37.7036,38.34,82,42,17.72,UA,1611644505
kulevcha,46.0303,29.9361,38.55,76,100,5.08,UA,1611644505
shalyhyne,51.5717,34.1217,36.03,94,100,19.51,UA,1611644506
sharhorod,48.7383,28.085,32.0,84,100,15.9,UA,1611644506
tatarbunary,45.8373,29.6142,38.41,76,100,4.85,UA,1611644506
trybukhivtsi,49.0436,25.4581,35.01,87,89,14.0,UA,1611644506
turbiv,49.3479,28.7212,32.0,86,90,15.66,UA,1611644507
utkivka,49.7858,36.0753,37.4,87,75,15.66,UA,1611644507
kilembe,0.2,30.0,70.59,56,100,3.62,UG,1611644507
masindi,1.6744,31.715,84.36,39,2,2.57,UG,1611644507
mbale,1.0821,34.175,77.77,48,100,4.09,UG,1611644507
sironko,1.2313,34.2477,77.79,44,100,3.31,UG,1611644507
tempe,33.4148,-111.9093,44.01,75,40,11.5,US,1611644507
blytheville,35.9273,-89.919,48.2,93,90,5.75,US,1611644508
concord,37.978,-122.0311,43.0,71,0,4.97,US,1611644508
exeter,50.7236,-3.5275,39.0,93,100,6.49,GB,1611644508
fillmore,43.6666,-92.1002,19.0,67,90,11.5,US,1611644508
mira loma,33.9925,-117.5164,44.6,56,1,9.22,US,1611644508
rohnert park,38.3396,-122.7011,39.0,86,0,4.34,US,1611644508
suisun city,38.2382,-122.0402,44.6,69,1,3.44,US,1611644508
north miami,25.8901,-80.1867,71.01,94,1,3.44,US,1611644222
sarasota,27.167,-82.3332,69.01,94,1,9.22,US,1611644509
tallahassee,30.4383,-84.2807,68.0,100,90,7.16,US,1611644225
waipahu,21.3867,-158.0092,71.6,100,90,3.44,US,1611644296
ammon,43.4696,-111.9666,10.0,78,1,9.22,US,1611644509
hobart,-42.8794,147.3294,66.2,26,0,21.85,AU,1611644404
gretna,29.9147,-90.054,72.0,94,90,8.05,US,1611644509
new iberia,30.0035,-91.8187,70.0,100,90,6.91,US,1611644510
greenbelt,39.0046,-76.8755,33.01,93,90,7.45,US,1611644510
laurel,39.0993,-76.8483,32.0,100,90,4.61,US,1611644510
severn,39.1371,-76.6983,32.0,86,90,8.05,US,1611644510
palmer,42.1584,-72.3287,26.01,58,90,2.51,US,1611644510
woodhaven,42.1389,-83.2416,32.0,86,90,12.66,US,1611644510
buffalo,42.8865,-78.8784,30.99,59,90,8.05,US,1611644510
east bethel,45.3194,-93.2025,15.8,73,90,10.36,US,1611644511
roseville,38.7521,-121.288,39.2,70,1,5.75,US,1611644511
sauk rapids,45.5919,-94.1661,10.4,56,90,9.22,US,1611644511
carthage,36.8611,10.3316,53.6,87,20,16.11,TN,1611644511
gladstone,-23.85,151.25,84.2,61,0,13.8,AU,1611644400
billings,45.7833,-108.5007,19.99,93,90,9.22,US,1611644460
bozeman,45.6796,-111.0386,14.0,79,1,4.61,US,1611644511
grand island,40.925,-98.342,16.0,79,90,21.85,US,1611644512
winchester,51.0651,-1.3187,33.01,93,90,2.3,GB,1611644512
hillsborough,37.5741,-122.3794,46.99,66,20,14.97,US,1611644512
cinnaminson,39.9968,-74.9927,35.01,55,90,3.44,US,1611644512
brighton,50.8284,-0.1395,39.0,80,100,8.55,GB,1611644512
kingston,17.997,-76.7936,72.0,88,34,1.01,JM,1611644404
albemarle,35.3501,-80.2001,46.99,100,90,3.44,US,1611644512
clayton,33.5335,-84.3666,68.0,83,90,12.66,US,1611644513
lexington,37.9887,-84.4777,45.0,100,90,4.61,US,1611644513
lorain,41.3334,-82.1499,35.01,69,90,8.05,US,1611644513
trenton,40.217,-74.7429,33.01,55,90,4.61,US,1611644513
del city,35.442,-97.4409,33.01,86,1,11.5,US,1611644513
aloha,45.4943,-122.8671,37.4,93,90,2.51,US,1611644513
roseburg,43.2165,-123.3417,33.8,86,40,2.46,US,1611644513
king of prussia,40.0893,-75.396,34.0,59,90,3.44,US,1611644513
munhall,40.3923,-79.9,33.01,86,90,11.5,US,1611644514
yeadon,53.8644,-1.6874,35.01,51,94,3.98,GB,1611644514
dorado,18.4588,-66.2677,71.01,91,5,8.79,PR,1611644514
luquillo,18.3725,-65.7166,77.0,69,20,8.05,PR,1611644514
brownsville,25.9018,-97.4975,73.4,88,90,2.06,US,1611644239
dyersburg,36.0345,-89.3856,46.99,100,90,9.22,US,1611644514
la vergne,36.0156,-86.5819,64.4,100,1,3.44,US,1611644238
hondo,32.45,130.2,59.0,94,75,16.11,JP,1611644515
lake jackson,29.0339,-95.4344,68.0,49,90,4.61,US,1611644515
levelland,33.5873,-102.378,35.6,64,1,7.29,US,1611644515
orem,40.2969,-111.6946,30.0,93,1,14.97,US,1611644515
washington,47.5001,-120.5015,28.0,87,82,2.08,US,1611644515
charlottesville,38.0293,-78.4767,33.8,93,90,8.05,US,1611644244
alderwood manor,47.822,-122.2821,37.99,93,40,6.91,US,1611644515
moses lake,47.1301,-119.2781,33.8,75,90,3.44,US,1611644516
muskego,42.9058,-88.139,28.0,80,90,12.66,US,1611644516
canelones,-34.6444,-56.2886,73.4,78,0,5.75,UY,1611644475
bektemir,41.2097,69.3342,41.0,56,0,4.61,UZ,1611644516
anaco,9.4389,-64.4728,73.0,75,100,9.98,VE,1611644516
chacao,10.496,-66.8535,73.4,64,40,10.36,VE,1611644516
san juan de los morros,9.9115,-67.3538,67.53,83,100,3.4,VE,1611644516
bac ninh,21.1833,106.05,77.0,57,40,9.22,VN,1611644440
belfast,54.5833,-5.9333,37.99,87,75,6.91,GB,1611644517
nchelenge,-9.3451,28.734,71.02,80,100,2.82,ZM,1611644517
